timestamp,rssi,snr,sduid,muid,data,hops,latitude,longitude,altitude,gps_time
2024-11-24 00:13:06,-39.000000,6.250000,BEACON02,7QNM,Lt:35.34440 Lg:-120.6428 At:617.31 Tm:0:12:57,1,35.34450,-120.6429,621.11,0:13:6
2024-11-24 00:13:16,-38.000000,6.500000,BEACON02,U5RO,Lt:35.34440 Lg:-120.6428 At:617.91 Tm:0:13:7,1,35.34450,-120.6429,619.61,0:13:16
2024-11-24 00:13:26,-40.000000,5.500000,BEACON02,Y54A,Lt:35.34440 Lg:-120.6428 At:617.81 Tm:0:13:17,1,35.34449,-120.6429,618.71,0:13:26
2024-11-24 00:13:36,-40.000000,6.250000,BEACON02,8W1P,Lt:35.34441 Lg:-120.6428 At:618.41 Tm:0:13:27,1,35.34449,-120.6429,618.91,0:13:36
2024-11-24 00:13:46,-39.000000,6.750000,BEACON02,1W6J,Lt:35.34441 Lg:-120.6428 At:619.11 Tm:0:13:37,1,35.34449,-120.6429,620.41,0:13:46
2024-11-24 00:13:56,-44.000000,5.750000,BEACON02,QCNT,Lt:35.34441 Lg:-120.6428 At:619.41 Tm:0:13:47,1,35.34459,-120.6430,621.11,0:13:56
2024-11-24 00:14:06,-49.000000,4.750000,BEACON02,9PG7,Lt:35.34440 Lg:-120.6428 At:618.81 Tm:0:13:57,1,35.34464,-120.6430,619.01,0:14:6
2024-11-24 00:14:16,-49.000000,6.500000,BEACON02,EZJ6,Lt:35.34440 Lg:-120.6428 At:618.51 Tm:0:14:7,1,35.34464,-120.6430,617.41,0:14:16
2024-11-24 00:14:26,-48.000000,6.750000,BEACON02,J6C4,Lt:35.34440 Lg:-120.6428 At:618.31 Tm:0:14:17,1,35.34464,-120.6430,617.91,0:14:26
2024-11-24 00:14:36,-47.000000,6.750000,BEACON02,FG95,Lt:35.34440 Lg:-120.6428 At:618.81 Tm:0:14:27,1,35.34474,-120.6431,617.91,0:14:36
2024-11-24 00:14:46,-56.000000,3.250000,BEACON02,0M4K,Lt:35.34440 Lg:-120.6428 At:619.01 Tm:0:14:37,1,35.34494,-120.6433,620.21,0:14:46
2024-11-24 00:14:56,-56.000000,6.250000,BEACON02,H9OT,Lt:35.34440 Lg:-120.6428 At:619.11 Tm:0:14:47,1,35.34512,-120.6435,622.81,0:14:56
2024-11-24 00:15:06,-65.000000,5.000000,BEACON02,PKS3,Lt:35.34440 Lg:-120.6428 At:618.81 Tm:0:14:57,1,35.34538,-120.6435,621.51,0:15:6
2024-11-24 00:15:16,-66.000000,6.500000,BEACON02,ICXU,Lt:35.34440 Lg:-120.6428 At:618.71 Tm:0:15:7,1,35.34557,-120.6434,621.21,0:15:16
2024-11-24 00:15:26,-70.000000,4.500000,BEACON02,G5EO,Lt:35.34440 Lg:-120.6428 At:619.11 Tm:0:15:17,1,35.34570,-120.6432,617.21,0:15:26
2024-11-24 00:15:36,-63.000000,6.750000,BEACON02,YNI8,Lt:35.34440 Lg:-120.6428 At:619.21 Tm:0:15:27,1,35.34574,-120.6431,615.51,0:15:36
2024-11-24 00:15:46,-63.000000,5.500000,BEACON02,X02J,Lt:35.34440 Lg:-120.6428 At:619.41 Tm:0:15:37,1,35.34574,-120.6432,618.51,0:15:46
2024-11-24 00:15:56,-65.000000,6.750000,BEACON02,9T82,Lt:35.34440 Lg:-120.6428 At:619.31 Tm:0:15:47,1,35.34574,-120.6432,619.91,0:15:56
2024-11-24 00:16:06,-65.000000,6.250000,BEACON02,8LDR,Lt:35.34440 Lg:-120.6428 At:618.91 Tm:0:15:57,1,35.34574,-120.6430,620.21,0:16:6
2024-11-24 00:16:16,-66.000000,4.500000,BEACON02,N4DC,Lt:35.34440 Lg:-120.6428 At:618.91 Tm:0:16:7,1,35.34563,-120.6426,616.61,0:16:16
2024-11-24 00:16:26,-71.000000,3.000000,BEACON02,7P68,Lt:35.34440 Lg:-120.6428 At:618.61 Tm:0:16:17,1,35.34549,-120.6423,614.31,0:16:26
2024-11-24 00:16:36,-72.000000,6.000000,BEACON02,QXGE,Lt:35.34440 Lg:-120.6428 At:618.61 Tm:0:16:27,1,35.34543,-120.6419,609.21,0:16:36
2024-11-24 00:16:46,-73.000000,5.500000,BEACON02,RNGF,Lt:35.34440 Lg:-120.6428 At:618.41 Tm:0:16:37,1,35.34538,-120.6415,606.51,0:16:46
2024-11-24 00:16:56,-69.000000,6.000000,BEACON02,1CMI,Lt:35.34440 Lg:-120.6428 At:618.51 Tm:0:16:47,1,35.34540,-120.6413,604.11,0:16:56
2024-11-24 00:17:06,-69.000000,4.250000,BEACON02,VYVA,Lt:35.34440 Lg:-120.6428 At:618.41 Tm:0:16:57,1,35.34546,-120.6408,598.81,0:17:6
2024-11-24 00:17:16,-71.000000,5.750000,BEACON02,HY69,Lt:35.34440 Lg:-120.6428 At:618.01 Tm:0:17:7,1,35.34509,-120.6403,592.11,0:17:16
2024-11-24 00:17:26,-73.000000,5.500000,BEACON02,HMMF,Lt:35.34440 Lg:-120.6428 At:618.11 Tm:0:17:17,1,35.34491,-120.6399,590.51,0:17:26
2024-11-24 00:17:36,-77.000000,6.750000,BEACON02,CLEQ,Lt:35.34440 Lg:-120.6428 At:617.61 Tm:0:17:27,1,35.34504,-120.6397,589.11,0:17:36
2024-11-24 00:17:46,-107.000000,1.000000,BEACON02,5J5X,Lt:35.34440 Lg:-120.6428 At:617.71 Tm:0:17:37,1,35.34526,-120.6394,585.01,0:17:46
2024-11-24 00:17:56,-96.000000,4.250000,BEACON02,QYBL,Lt:35.34440 Lg:-120.6428 At:617.81 Tm:0:17:47,1,35.34518,-120.6388,582.51,0:17:56
2024-11-24 00:18:06,-76.000000,6.000000,BEACON02,ZVEL,Lt:35.34440 Lg:-120.6428 At:617.31 Tm:0:17:57,1,35.34515,-120.6384,579.91,0:18:6
2024-11-24 00:18:16,-70.000000,6.250000,BEACON02,JJAO,Lt:35.34440 Lg:-120.6428 At:617.21 Tm:0:18:7,1,35.34504,-120.6379,576.91,0:18:16
2024-11-24 00:18:26,-75.000000,4.750000,BEACON02,75G2,Lt:35.34440 Lg:-120.6428 At:617.71 Tm:0:18:17,1,35.34487,-120.6374,572.91,0:18:26
2024-11-24 00:18:36,-94.000000,3.000000,BEACON02,Y3AZ,Lt:35.34440 Lg:-120.6428 At:618.21 Tm:0:18:27,1,35.34507,-120.6369,571.41,0:18:36
2024-11-24 00:18:51,-103.000000,4.000000,BEACON02,WIBY,Lt:35.34440 Lg:-120.6428 At:618.51 Tm:0:18:37,1,35.34534,-120.6364,568.21,0:18:46
2024-11-24 00:19:01,-103.000000,4.500000,BEACON02,48WA,Lt:35.34440 Lg:-120.6428 At:618.81 Tm:0:18:47,1,35.34543,-120.6359,565.51,0:18:56
2024-11-24 00:19:21,-102.000000,4.250000,BEACON02,WNS7,Lt:35.34440 Lg:-120.6428 At:620.01 Tm:0:19:7,1,35.34565,-120.6350,560.01,0:19:16
2024-11-24 00:19:36,-91.000000,4.000000,BEACON02,GS7N,Lt:35.34440 Lg:-120.6428 At:620.11 Tm:0:19:27,1,35.34611,-120.6340,552.11,0:19:36
2024-11-24 00:19:46,-110.000000,0.750000,BEACON02,AN9P,Lt:35.34440 Lg:-120.6428 At:620.01 Tm:0:19:37,1,35.34624,-120.6334,551.51,0:19:46
2024-11-24 00:19:56,-93.000000,6.000000,BEACON02,BG3R,Lt:35.34441 Lg:-120.6428 At:620.41 Tm:0:19:47,1,35.34668,-120.6330,545.01,0:19:56
2024-11-24 00:20:06,-95.000000,5.750000,BEACON02,COLY,Lt:35.34441 Lg:-120.6428 At:620.31 Tm:0:19:57,1,35.34706,-120.6328,540.51,0:20:6
2024-11-24 00:23:11,-98.000000,3.250000,BEACON02,PM5Z,Lt:35.34440 Lg:-120.6428 At:618.31 Tm:0:22:37,1,35.34624,-120.6293,443.91,0:22:46
